id	EssaySet	eassay_score	essay_score	EssayText
10700053	results/prompt_txt/Prompt2_fr.txt	0	0	longueur longueur fonction résultats T1 essai
10700054	results/prompt_txt/Prompt2_fr.txt	0	0	conception T1 mm mm plastique échantillons longueur
10700055	results/prompt_txt/Prompt2_fr.txt	0	0	b. plastique plastiques essai Questions T2 plastiques
10700056	results/prompt_txt/Prompt2_fr.txt	0	0	EXERCICE type minutes bord bord données types
10700057	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion type fonction l’ Table données mm
10700058	results/prompt_txt/Prompt2_fr.txt	0	0	échantillon Table plastique mm Table résultats
10700059	results/prompt_txt/Prompt2_fr.txt	0	0	conception mm Questions échantillon Questions
10700060	results/prompt_txt/Prompt2_fr.txt	0	0	b. échantillons types essai façons mm Procédure
10700061	results/prompt_txt/Prompt2_fr.txt	0	0	Table côté 2B longueur longueur plastique échantillons
10700062	results/prompt_txt/Prompt2_fr.txt	0	0	- plastiques conception Questions échantillons
10700063	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion T1 Type l’ Questions Type échantillons
10700064	results/prompt_txt/Prompt2_fr.txt	0	0	côté plastique mm côté Table pince résultats
10700065	results/prompt_txt/Prompt2_fr.txt	0	0	fonction résultats fonction côté types types
10700066	results/prompt_txt/Prompt2_fr.txt	0	0	l’ mm validité type façons conception échantillon
10700067	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion plastique bord type bord T2 données
10700068	results/prompt_txt/Prompt2_fr.txt	0	0	bord validité façons plastiques minutes Table
10700069	results/prompt_txt/Prompt2_fr.txt	0	0	2B fonction longueur pince 2B Type type T2 échantillons
10700070	results/prompt_txt/Prompt2_fr.txt	0	0	Table côté côté échantillon côté données l’ côté
10700071	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques EXERCICE Table conception conception
10700072	results/prompt_txt/Prompt2_fr.txt	0	0	longueur T1 table minutes Procédure plastique
10700073	results/prompt_txt/Prompt2_fr.txt	0	0	A Type poids Table types Type table procédure
10700074	results/prompt_txt/Prompt2_fr.txt	0	0	mm 2B Questions façons Table plastiques échantillons
10700075	results/prompt_txt/Prompt2_fr.txt	0	0	échantillon Questions 2B enquête table EXERCICE
10700076	results/prompt_txt/Prompt2_fr.txt	0	0	conception conclusion T1 Questions T1 échantillon
10700077	results/prompt_txt/Prompt2_fr.txt	0	0	D Table validité échantillons conception données
10700078	results/prompt_txt/Prompt2_fr.txt	0	0	bord Table validité type EXERCICE pince minutes
10700079	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion l’ échantillons plastiques mm conclusion
10700080	results/prompt_txt/Prompt2_fr.txt	0	0	Procédure b. Type T2 Table façons validité données
10700081	results/prompt_txt/Prompt2_fr.txt	0	0	fonction Questions échantillons minutes bord
10700082	results/prompt_txt/Prompt2_fr.txt	0	0	table 2B table plastiques mm minutes poids mm
10700083	results/prompt_txt/Prompt2_fr.txt	0	0	procédure T2 pince côté données essai table type
10700084	results/prompt_txt/Prompt2_fr.txt	0	0	T2 Questions types pince enquête fonction données
10700085	results/prompt_txt/Prompt2_fr.txt	0	0	- échantillon T2 table 2B résultats type côté
10700086	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques 2B type minutes plastiques Questions
10700087	results/prompt_txt/Prompt2_fr.txt	0	0	longueur Type Table l’ bord minutes conclusion
10700088	results/prompt_txt/Prompt2_fr.txt	0	0	l’ données minutes essai T1 enquête validité
10700089	results/prompt_txt/Prompt2_fr.txt	0	0	l’ b. longueur façons validité l’ b. longueur
10700090	results/prompt_txt/Prompt2_fr.txt	0	0	- T1 essai mm procédure minutes façons enquête
10700091	results/prompt_txt/Prompt2_fr.txt	0	0	g minutes Table façons Table résultats échantillons
10700092	results/prompt_txt/Prompt2_fr.txt	0	0	EXERCICE échantillons échantillon plastique T1
10700093	results/prompt_txt/Prompt2_fr.txt	0	0	conception minutes échantillon conclusion mm
10700094	results/prompt_txt/Prompt2_fr.txt	0	0	bord Procédure T1 longueur 2B mm données type
10700095	results/prompt_txt/Prompt2_fr.txt	0	0	T2 plastiques l’ types Type bord plastiques Procédure
10700096	results/prompt_txt/Prompt2_fr.txt	0	0	minutes pince minutes enquête façons longueur
10700097	results/prompt_txt/Prompt2_fr.txt	0	0	bord données minutes pince l’ validité bord validité
10700098	results/prompt_txt/Prompt2_fr.txt	0	0	T2 poids pince poids pince essai données types
10700099	results/prompt_txt/Prompt2_fr.txt	0	0	poids bord pince côté T2 échantillon essai côté
10700100	results/prompt_txt/Prompt2_fr.txt	0	0	Questions enquête résultats conception table
10700101	results/prompt_txt/Prompt2_fr.txt	0	0	g Table Type poids type résultats l’ Questions
10700102	results/prompt_txt/Prompt2_fr.txt	0	0	enquête pince T1 Questions côté conclusion Questions
10700103	results/prompt_txt/Prompt2_fr.txt	0	0	bord table types Type poids b. l’ types type
10700104	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion plastiques Table procédure enquête
10700105	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques résultats enquête T1 Questions pince
10700106	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion données Table enquête longueur T1
10700107	results/prompt_txt/Prompt2_fr.txt	0	0	A EXERCICE EXERCICE minutes côté Procédure type
10700108	results/prompt_txt/Prompt2_fr.txt	0	0	conception échantillons mm Table enquête longueur
10700109	results/prompt_txt/Prompt2_fr.txt	0	0	longueur types résultats table mm Table essai
10700110	results/prompt_txt/Prompt2_fr.txt	0	0	l’ 2B procédure échantillons façons 2B l’ minutes
10700111	results/prompt_txt/Prompt2_fr.txt	0	0	Table poids l’ pince fonction validité conclusion
10700112	results/prompt_txt/Prompt2_fr.txt	0	0	enquête fonction Questions T1 enquête Questions
10700113	results/prompt_txt/Prompt2_fr.txt	0	0	bord enquête validité Procédure validité table
10700114	results/prompt_txt/Prompt2_fr.txt	0	0	bord Procédure l’ longueur échantillons Questions
10700115	results/prompt_txt/Prompt2_fr.txt	0	0	type type échantillons échantillon mm longueur
10700116	results/prompt_txt/Prompt2_fr.txt	0	0	l’ type pince types fonction T2 T2 échantillon
10700117	results/prompt_txt/Prompt2_fr.txt	0	0	EXERCICE T1 T1 Procédure résultats T1 enquête
10700118	results/prompt_txt/Prompt2_fr.txt	0	0	EXERCICE données 2B l’ conclusion l’ plastique
10700119	results/prompt_txt/Prompt2_fr.txt	0	0	- types T2 résultats table échantillons Procédure
10700120	results/prompt_txt/Prompt2_fr.txt	0	0	types procédure enquête façons côté table EXERCICE
10700121	results/prompt_txt/Prompt2_fr.txt	0	0	données essai EXERCICE Questions Questions plastiques
10700122	results/prompt_txt/Prompt2_fr.txt	0	0	D b. échantillon données validité Type essai
10700123	results/prompt_txt/Prompt2_fr.txt	0	0	poids façons conclusion table pince T1 mm procédure
10700124	results/prompt_txt/Prompt2_fr.txt	0	0	conception enquête résultats enquête côté conclusion
10700125	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques 2B Table poids données l’ procédure
10700126	results/prompt_txt/Prompt2_fr.txt	0	0	longueur b. bord bord Type bord types T1 EXERCICE
10700127	results/prompt_txt/Prompt2_fr.txt	0	0	T1 Table b. 2B EXERCICE poids échantillons validité
10700128	results/prompt_txt/Prompt2_fr.txt	0	0	enquête enquête b. T1 type Procédure b. pince
10700129	results/prompt_txt/Prompt2_fr.txt	0	0	façons échantillon 2B types types conception
10700130	results/prompt_txt/Prompt2_fr.txt	0	0	T2 essai mm EXERCICE échantillons Questions type
10700131	results/prompt_txt/Prompt2_fr.txt	0	0	- procédure Procédure données T1 échantillon
10700132	results/prompt_txt/Prompt2_fr.txt	0	0	table plastique EXERCICE types T2 validité procédure
10700133	results/prompt_txt/Prompt2_fr.txt	0	0	Type données longueur T2 plastique fonction résultats
10700134	results/prompt_txt/Prompt2_fr.txt	0	0	D données essai validité b. T1 conclusion type
10700135	results/prompt_txt/Prompt2_fr.txt	0	0	données plastique type Table 2B plastique 2B
10700136	results/prompt_txt/Prompt2_fr.txt	0	0	mm façons pince résultats fonction Questions
10700137	results/prompt_txt/Prompt2_fr.txt	0	0	données enquête Questions enquête longueur plastique
10700138	results/prompt_txt/Prompt2_fr.txt	0	0	bord données validité résultats plastiques 2B
10700139	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques essai T1 b. T2 b. T2 EXERCICE Questions
10700140	results/prompt_txt/Prompt2_fr.txt	0	0	l’ fonction procédure fonction b. validité côté
10700141	results/prompt_txt/Prompt2_fr.txt	0	0	Table procédure minutes mm l’ 2B T1 T2 mm plastique
10700142	results/prompt_txt/Prompt2_fr.txt	0	0	façons mm Table l’ conclusion procédure résultats
10700143	results/prompt_txt/Prompt2_fr.txt	0	0	- longueur table poids Questions échantillons
10700144	results/prompt_txt/Prompt2_fr.txt	0	0	poids échantillon conception conception Table
10700145	results/prompt_txt/Prompt2_fr.txt	0	0	Type poids EXERCICE essai minutes mm 2B bord
10700146	results/prompt_txt/Prompt2_fr.txt	0	0	validité conception données poids poids plastiques
10700147	results/prompt_txt/Prompt2_fr.txt	0	0	T2 bord plastiques validité échantillons conception
10700148	results/prompt_txt/Prompt2_fr.txt	0	0	EXERCICE validité validité T2 type table T1 pince
10700149	results/prompt_txt/Prompt2_fr.txt	0	0	EXERCICE fonction façons façons Procédure l’
10700150	results/prompt_txt/Prompt2_fr.txt	0	0	essai minutes fonction échantillon mm b. type
10700151	results/prompt_txt/Prompt2_fr.txt	0	0	fonction mm résultats conception type plastique
10700152	results/prompt_txt/Prompt2_fr.txt	0	0	types type table mm fonction b. Questions validité
10700153	results/prompt_txt/Prompt2_fr.txt	0	0	procédure type Type données Type types données
10700154	results/prompt_txt/Prompt2_fr.txt	0	0	type résultats données Questions bord façons
10700155	results/prompt_txt/Prompt2_fr.txt	0	0	mm conception échantillon poids échantillon conception
10700156	results/prompt_txt/Prompt2_fr.txt	0	0	plastique type b. échantillon Questions Type
10700157	results/prompt_txt/Prompt2_fr.txt	0	0	conception types essai EXERCICE plastiques conception
10700158	results/prompt_txt/Prompt2_fr.txt	0	0	pince conception bord minutes mm l’ côté échantillons
10700159	results/prompt_txt/Prompt2_fr.txt	0	0	échantillons données validité enquête pince table
10700160	results/prompt_txt/Prompt2_fr.txt	0	0	g Questions échantillons T1 poids bord enquête
10700161	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion Questions 2B enquête façons EXERCICE
10700162	results/prompt_txt/Prompt2_fr.txt	0	0	b. échantillon échantillons l’ façons l’ échantillons
10700163	results/prompt_txt/Prompt2_fr.txt	0	0	Questions bord données bord longueur Table pince
10700164	results/prompt_txt/Prompt2_fr.txt	0	0	conception Procédure types poids façons enquête
10700165	results/prompt_txt/Prompt2_fr.txt	0	0	T2 procédure enquête Table échantillons b. Table
10700166	results/prompt_txt/Prompt2_fr.txt	0	0	pince longueur EXERCICE fonction Questions conclusion
10700167	results/prompt_txt/Prompt2_fr.txt	0	0	échantillon procédure enquête bord bord côté
10700168	results/prompt_txt/Prompt2_fr.txt	0	0	côté pince validité minutes essai échantillon
10700169	results/prompt_txt/Prompt2_fr.txt	0	0	côté façons b. enquête échantillon types façons
10700170	results/prompt_txt/Prompt2_fr.txt	0	0	minutes conception T1 validité T1 données bord
10700171	results/prompt_txt/Prompt2_fr.txt	0	0	Table longueur conclusion résultats conception
10700172	results/prompt_txt/Prompt2_fr.txt	0	0	T2 données type mm table l’ types plastiques
10700173	results/prompt_txt/Prompt2_fr.txt	0	0	D validité T2 procédure procédure Questions T2
10700174	results/prompt_txt/Prompt2_fr.txt	0	0	plastique données b. T1 table procédure EXERCICE
10700175	results/prompt_txt/Prompt2_fr.txt	0	0	échantillons validité enquête type Type T1 fonction
10700176	results/prompt_txt/Prompt2_fr.txt	0	0	Type échantillons conception mm Type enquête
10700177	results/prompt_txt/Prompt2_fr.txt	0	0	données échantillon 2B bord T1 enquête poids
10700178	results/prompt_txt/Prompt2_fr.txt	0	0	conception poids b. poids enquête résultats enquête
10700179	results/prompt_txt/Prompt2_fr.txt	0	0	Procédure longueur longueur longueur mm T1 résultats
10700180	results/prompt_txt/Prompt2_fr.txt	0	0	minutes côté procédure procédure minutes bord
10700181	results/prompt_txt/Prompt2_fr.txt	0	0	pince validité pince Table 2B pince plastique
10700182	results/prompt_txt/Prompt2_fr.txt	0	0	échantillon minutes l’ échantillons façons T2
10700183	results/prompt_txt/Prompt2_fr.txt	0	0	résultats Procédure 2B enquête validité pince
10700184	results/prompt_txt/Prompt2_fr.txt	0	0	minutes façons côté validité minutes résultats
10700185	results/prompt_txt/Prompt2_fr.txt	0	0	Table plastiques pince résultats Questions validité
10700186	results/prompt_txt/Prompt2_fr.txt	0	0	l’ Questions longueur l’ bord façons b. fonction
10700187	results/prompt_txt/Prompt2_fr.txt	0	0	Type bord conception minutes résultats Type poids
10700188	results/prompt_txt/Prompt2_fr.txt	0	0	types minutes b. façons type Table validité poids
10700189	results/prompt_txt/Prompt2_fr.txt	0	0	bord échantillon mm EXERCICE mm enquête façons
10700190	results/prompt_txt/Prompt2_fr.txt	0	0	- pince validité 2B données minutes type bord
10700191	results/prompt_txt/Prompt2_fr.txt	0	0	longueur échantillon plastique enquête b. échantillon
10700192	results/prompt_txt/Prompt2_fr.txt	0	0	mm procédure pince échantillon EXERCICE côté
10700193	results/prompt_txt/Prompt2_fr.txt	0	0	mm essai côté Questions côté Type échantillon
10700194	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion Table échantillon T1 fonction données
10700195	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques minutes EXERCICE Table EXERCICE échantillons
10700196	results/prompt_txt/Prompt2_fr.txt	0	0	Questions procédure plastiques pince Table minutes
10700197	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion b. poids bord b. côté Procédure l’
10700198	results/prompt_txt/Prompt2_fr.txt	0	0	échantillons Questions Table type données échantillon
10700199	results/prompt_txt/Prompt2_fr.txt	0	0	poids conclusion enquête enquête échantillons
10700200	results/prompt_txt/Prompt2_fr.txt	0	0	Table validité validité Procédure procédure données
10700201	results/prompt_txt/Prompt2_fr.txt	0	0	Type façons bord table EXERCICE 2B longueur données
10700202	results/prompt_txt/Prompt2_fr.txt	0	0	échantillons conception b. T2 poids Table type
10700203	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion conclusion Table conclusion Procédure
10700204	results/prompt_txt/Prompt2_fr.txt	0	0	Type côté pince mm EXERCICE pince Questions l’
10700205	results/prompt_txt/Prompt2_fr.txt	0	0	l’ conclusion façons conclusion 2B conception
10700206	results/prompt_txt/Prompt2_fr.txt	0	0	bord essai validité b. validité résultats côté
10700207	results/prompt_txt/Prompt2_fr.txt	0	0	T1 minutes fonction fonction côté plastique Procédure
10700208	results/prompt_txt/Prompt2_fr.txt	0	0	l’ mm fonction côté échantillons conception résultats
10700209	results/prompt_txt/Prompt2_fr.txt	0	0	mm pince façons b. essai minutes conclusion l’
10700210	results/prompt_txt/Prompt2_fr.txt	0	0	validité échantillon Table T2 Type types échantillons
10700211	results/prompt_txt/Prompt2_fr.txt	0	0	essai bord bord validité essai bord échantillon
10700212	results/prompt_txt/Prompt2_fr.txt	0	0	validité b. T2 2B Type type essai échantillons
10700213	results/prompt_txt/Prompt2_fr.txt	0	0	façons longueur pince Type validité types plastique
10700214	results/prompt_txt/Prompt2_fr.txt	0	0	bord Type conception mm Table EXERCICE côté minutes
10700215	results/prompt_txt/Prompt2_fr.txt	0	0	Type conception longueur b. pince type résultats
10700216	results/prompt_txt/Prompt2_fr.txt	0	0	façons plastiques données 2B plastiques bord
10700217	results/prompt_txt/Prompt2_fr.txt	0	0	données façons poids fonction Table EXERCICE
10700218	results/prompt_txt/Prompt2_fr.txt	0	0	A échantillon minutes T2 table types conception
10700219	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques enquête Procédure enquête enquête
10700220	results/prompt_txt/Prompt2_fr.txt	0	0	b. conclusion validité échantillons type mm plastique
10700221	results/prompt_txt/Prompt2_fr.txt	0	0	D échantillons 2B plastique l’ données pince
10700222	results/prompt_txt/Prompt2_fr.txt	0	0	minutes plastiques validité plastiques plastique
10700223	results/prompt_txt/Prompt2_fr.txt	0	0	- échantillons minutes fonction l’ T2 échantillons
10700224	results/prompt_txt/Prompt2_fr.txt	0	0	Table conception échantillon essai validité essai
10700225	results/prompt_txt/Prompt2_fr.txt	0	0	résultats mm validité minutes Table longueur
10700226	results/prompt_txt/Prompt2_fr.txt	0	0	g conception plastiques mm façons T2 enquête
10700227	results/prompt_txt/Prompt2_fr.txt	0	0	T1 poids enquête données bord validité poids
10700228	results/prompt_txt/Prompt2_fr.txt	0	0	enquête T1 Table Table enquête côté mm minutes
10700229	results/prompt_txt/Prompt2_fr.txt	0	0	côté type T1 table Table plastique poids plastiques
10700230	results/prompt_txt/Prompt2_fr.txt	0	0	plastique pince poids l’ enquête échantillons
10700231	results/prompt_txt/Prompt2_fr.txt	0	0	D validité minutes côté longueur T2 échantillons
10700232	results/prompt_txt/Prompt2_fr.txt	0	0	plastique pince conclusion procédure résultats
10700233	results/prompt_txt/Prompt2_fr.txt	0	0	longueur table plastiques validité T1 plastiques
10700234	results/prompt_txt/Prompt2_fr.txt	0	0	résultats essai b. validité plastiques échantillons
10700235	results/prompt_txt/Prompt2_fr.txt	0	0	l’ conception conclusion façons enquête essai
10700236	results/prompt_txt/Prompt2_fr.txt	0	0	g résultats Type minutes conception 2B Questions
10700237	results/prompt_txt/Prompt2_fr.txt	0	0	procédure b. conclusion Procédure T1 échantillons
10700238	results/prompt_txt/Prompt2_fr.txt	0	0	essai échantillon T2 résultats minutes façons
10700239	results/prompt_txt/Prompt2_fr.txt	0	0	table mm données plastiques plastique longueur
10700240	results/prompt_txt/Prompt2_fr.txt	0	0	données T1 table validité poids validité données
10700241	results/prompt_txt/Prompt2_fr.txt	0	0	bord pince plastique bord plastiques procédure
10700242	results/prompt_txt/Prompt2_fr.txt	0	0	b. plastique enquête poids minutes résultats
10700243	results/prompt_txt/Prompt2_fr.txt	0	0	bord plastiques Questions Table type Procédure
10700244	results/prompt_txt/Prompt2_fr.txt	0	0	mm table 2B validité enquête validité type poids
10700245	results/prompt_txt/Prompt2_fr.txt	0	0	T2 l’ b. conclusion Questions côté l’ plastiques
10700246	results/prompt_txt/Prompt2_fr.txt	0	0	procédure minutes fonction EXERCICE façons échantillons
10700247	results/prompt_txt/Prompt2_fr.txt	0	0	résultats T2 essai validité données bord table
10700248	results/prompt_txt/Prompt2_fr.txt	0	0	b. Table table pince b. validité minutes fonction
10700249	results/prompt_txt/Prompt2_fr.txt	0	0	fonction bord enquête 2B données façons procédure
10700250	results/prompt_txt/Prompt2_fr.txt	0	0	longueur Table essai essai EXERCICE l’ conception
10700251	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion conception 2B procédure plastiques
10700252	results/prompt_txt/Prompt2_fr.txt	0	0	échantillons résultats b. mm Questions données
10700253	results/prompt_txt/Prompt2_fr.txt	0	0	2B échantillon longueur fonction échantillons
10700254	results/prompt_txt/Prompt2_fr.txt	0	0	- minutes EXERCICE EXERCICE essai T2 l’ fonction
10700255	results/prompt_txt/Prompt2_fr.txt	0	0	- Questions bord Type type enquête table T1 Type
10700256	results/prompt_txt/Prompt2_fr.txt	0	0	procédure longueur Type données longueur T1 fonction
10700257	results/prompt_txt/Prompt2_fr.txt	0	0	conclusion Type fonction poids procédure mm conclusion
10700258	results/prompt_txt/Prompt2_fr.txt	0	0	essai côté Questions validité conclusion procédure
10700259	results/prompt_txt/Prompt2_fr.txt	0	0	2B 2B 2B longueur plastiques Questions façons
10700260	results/prompt_txt/Prompt2_fr.txt	0	0	fonction échantillons fonction types poids T2
10700261	results/prompt_txt/Prompt2_fr.txt	0	0	essai plastique échantillons pince T1 table fonction
10700262	results/prompt_txt/Prompt2_fr.txt	0	0	côté plastiques mm échantillons T2 mm procédure
10700263	results/prompt_txt/Prompt2_fr.txt	0	0	données procédure mm conclusion longueur Procédure
10700264	results/prompt_txt/Prompt2_fr.txt	0	0	Procédure bord Questions types plastiques procédure
10700265	results/prompt_txt/Prompt2_fr.txt	0	0	côté enquête Type essai fonction types minutes
10700266	results/prompt_txt/Prompt2_fr.txt	0	0	Questions côté plastiques table poids conclusion
10700267	results/prompt_txt/Prompt2_fr.txt	0	0	Type données pince poids conclusion façons type
10700268	results/prompt_txt/Prompt2_fr.txt	0	0	Procédure conclusion b. validité conception essai
10700269	results/prompt_txt/Prompt2_fr.txt	0	0	échantillon essai plastique type enquête Questions
10700270	results/prompt_txt/Prompt2_fr.txt	0	0	type minutes essai mm enquête T2 b. 2B conception
10700271	results/prompt_txt/Prompt2_fr.txt	0	0	- fonction conception 2B enquête T2 échantillons
10700272	results/prompt_txt/Prompt2_fr.txt	0	0	bord fonction minutes pince Questions minutes
10700273	results/prompt_txt/Prompt2_fr.txt	0	0	plastiques échantillon mm façons T1 Questions
10700274	results/prompt_txt/Prompt2_fr.txt	0	0	façons l’ fonction résultats conclusion procédure
10700275	results/prompt_txt/Prompt2_fr.txt	0	0	façons enquête plastique T2 fonction conception
10700276	results/prompt_txt/Prompt2_fr.txt	0	0	échantillon procédure fonction côté résultats
10700277	results/prompt_txt/Prompt2_fr.txt	0	0	conception T2 résultats résultats Procédure Type
10700278	results/prompt_txt/Prompt2_fr.txt	0	0	échantillon longueur Procédure enquête poids
10700279	results/prompt_txt/Prompt2_fr.txt	0	0	T2 essai façons essai plastique longueur b. côté
10700280	results/prompt_txt/Prompt2_fr.txt	0	0	T2 mm plastiques l’ pince résultats façons Table
10700281	results/prompt_txt/Prompt2_fr.txt	0	0	validité poids résultats poids longueur pince
10700282	results/prompt_txt/Prompt2_fr.txt	0	0	g validité table façons enquête validité T2 façons
10700283	results/prompt_txt/Prompt2_fr.txt	0	0	types poids échantillon côté résultats côté validité
10700284	results/prompt_txt/Prompt2_fr.txt	0	0	T2 types côté enquête Questions pince poids minutes
10700285	results/prompt_txt/Prompt2_fr.txt	0	0	résultats pince minutes EXERCICE Questions mm
10700286	results/prompt_txt/Prompt2_fr.txt	0	0	minutes données pince échantillon longueur enquête
10700287	results/prompt_txt/Prompt2_fr.txt	0	0	longueur T2 validité côté résultats côté Procédure
10700288	results/prompt_txt/Prompt2_fr.txt	0	0	D type Procédure conception type T2 validité
10700289	results/prompt_txt/Prompt2_fr.txt	0	0	validité types échantillons conception échantillon
10700290	results/prompt_txt/Prompt2_fr.txt	0	0	g poids T2 Questions minutes poids Type plastique
10700291	results/prompt_txt/Prompt2_fr.txt	0	0	D longueur mm T2 procédure mm table poids Type
10700292	results/prompt_txt/Prompt2_fr.txt	0	0	Questions table 2B longueur Questions types procédure
