id	EssaySet	eassay_score	essay_score	EssayText
10700149	results/prompt_txt/Prompt1_fr.txt	0	0	heures -13 marbre heures tableau -13 bois contenants
10700150	results/prompt_txt/Prompt1_fr.txt	0	0	information l’ masse vinaigre besoin minutes
10700151	results/prompt_txt/Prompt1_fr.txt	0	0	-13 échantillons matériau procédure l’ l’ tableau
10700152	results/prompt_txt/Prompt1_fr.txt	0	0	besoin opération matériau tableau calcaire échantillon
10700153	results/prompt_txt/Prompt1_fr.txt	0	0	contenant contenants calcaire calcaire récipients
10700154	results/prompt_txt/Prompt1_fr.txt	0	0	eau informations minutes procédure bois information
10700155	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire récipients tableau informations bois
10700156	results/prompt_txt/Prompt1_fr.txt	0	0	fin données heures masse matériau récipients
10700157	results/prompt_txt/Prompt1_fr.txt	0	0	g Exercice EXERCICE procédure vinaigre contenant
10700158	results/prompt_txt/Prompt1_fr.txt	0	0	vinaigre -13 étudiants départ contenants opération
10700159	results/prompt_txt/Prompt1_fr.txt	0	0	étudiants échantillon EXERCICE vinaigre échantillons
10700160	results/prompt_txt/Prompt1_fr.txt	0	0	heures informations procédure contenants calcaire
10700161	results/prompt_txt/Prompt1_fr.txt	0	0	EXERCICE échantillons vinaigre marbre échantillons
10700162	results/prompt_txt/Prompt1_fr.txt	0	0	information information l’ étudiants contenant
10700163	results/prompt_txt/Prompt1_fr.txt	0	0	départ données tableau informations opération
10700164	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice masse contenants données -13 l’ bois
10700165	results/prompt_txt/Prompt1_fr.txt	0	0	matériau -13 tableau Différence fin Exercice
10700166	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire enquête informations -13 masse information
10700167	results/prompt_txt/Prompt1_fr.txt	0	0	groupe marbre échantillons contenants tableau
10700168	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire EXERCICE départ opération besoin procédure
10700169	results/prompt_txt/Prompt1_fr.txt	0	0	besoin groupe information bois informations Différence
10700170	results/prompt_txt/Prompt1_fr.txt	0	0	fin vinaigre EXERCICE besoin eau départ expérience
10700171	results/prompt_txt/Prompt1_fr.txt	0	0	groupe vinaigre minutes éléments informations
10700172	results/prompt_txt/Prompt1_fr.txt	0	0	procédure Différence groupe bois bois Exercice
10700173	results/prompt_txt/Prompt1_fr.txt	0	0	l’ éléments minutes opération opération éléments
10700174	results/prompt_txt/Prompt1_fr.txt	0	0	tableau échantillons données bois expérience
10700175	results/prompt_txt/Prompt1_fr.txt	0	0	données bois procédure minutes tableau enquête
10700176	results/prompt_txt/Prompt1_fr.txt	0	0	masse enquête éléments besoin -13 contenants
10700177	results/prompt_txt/Prompt1_fr.txt	0	0	marbre étudiants éléments Exercice bois éléments
10700178	results/prompt_txt/Prompt1_fr.txt	0	0	g bois heures masse échantillons matériau minutes
10700179	results/prompt_txt/Prompt1_fr.txt	0	0	l’ échantillons récipients marbre contenant tableau
10700180	results/prompt_txt/Prompt1_fr.txt	0	0	g heures échantillons étudiants Différence tableau
10700181	results/prompt_txt/Prompt1_fr.txt	0	0	récipients information -13 opération minutes
10700182	results/prompt_txt/Prompt1_fr.txt	0	0	minutes eau besoin l’ calcaire contenant données
10700183	results/prompt_txt/Prompt1_fr.txt	0	0	eau tableau fin échantillons marbre minutes étudiants
10700184	results/prompt_txt/Prompt1_fr.txt	0	0	enquête matériau groupe matériau étudiants récipients
10700185	results/prompt_txt/Prompt1_fr.txt	0	0	information opération information -13 matériau
10700186	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire contenant échantillons contenant Exercice
10700187	results/prompt_txt/Prompt1_fr.txt	0	0	marbre expérience données heures tableau éléments
10700188	results/prompt_txt/Prompt1_fr.txt	0	0	données données expérience récipients fin éléments
10700189	results/prompt_txt/Prompt1_fr.txt	0	0	tableau besoin éléments départ éléments contenants
10700190	results/prompt_txt/Prompt1_fr.txt	0	0	étudiants vinaigre l’ eau -13 -13 départ bois
10700191	results/prompt_txt/Prompt1_fr.txt	0	0	eau marbre étudiants heures données enquête masse
10700192	results/prompt_txt/Prompt1_fr.txt	0	0	opération vinaigre opération minutes minutes
10700193	results/prompt_txt/Prompt1_fr.txt	0	0	contenant échantillons -13 contenant matériau
10700194	results/prompt_txt/Prompt1_fr.txt	0	0	groupe groupe départ opération enquête échantillons
10700195	results/prompt_txt/Prompt1_fr.txt	0	0	fin groupe fin départ besoin information bois
10700196	results/prompt_txt/Prompt1_fr.txt	0	0	contenant matériau Différence tableau éléments
10700197	results/prompt_txt/Prompt1_fr.txt	0	0	fin récipients vinaigre expérience contenant
10700198	results/prompt_txt/Prompt1_fr.txt	0	0	départ éléments bois masse étudiants échantillons
10700199	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice fin contenant Exercice enquête contenants
10700200	results/prompt_txt/Prompt1_fr.txt	0	0	minutes -13 fin bois échantillons vinaigre EXERCICE
10700201	results/prompt_txt/Prompt1_fr.txt	0	0	données l’ tableau départ étudiants Exercice
10700202	results/prompt_txt/Prompt1_fr.txt	0	0	éléments procédure récipients l’ fin départ contenants
10700203	results/prompt_txt/Prompt1_fr.txt	0	0	départ EXERCICE échantillons opération échantillons
10700204	results/prompt_txt/Prompt1_fr.txt	0	0	-13 informations expérience opération Différence
10700205	results/prompt_txt/Prompt1_fr.txt	0	0	contenant récipients expérience matériau l’ éléments
10700206	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon données fin vinaigre bois marbre
10700207	results/prompt_txt/Prompt1_fr.txt	0	0	procédure marbre information calcaire expérience
10700208	results/prompt_txt/Prompt1_fr.txt	0	0	marbre EXERCICE eau échantillons contenant bois
10700209	results/prompt_txt/Prompt1_fr.txt	0	0	expérience minutes tableau information bois Différence
10700210	results/prompt_txt/Prompt1_fr.txt	0	0	information échantillons échantillons groupe
10700211	results/prompt_txt/Prompt1_fr.txt	0	0	EXERCICE données vinaigre éléments éléments EXERCICE
10700212	results/prompt_txt/Prompt1_fr.txt	0	0	marbre contenants heures expérience éléments
10700213	results/prompt_txt/Prompt1_fr.txt	0	0	-13 procédure étudiants échantillon groupe départ
10700214	results/prompt_txt/Prompt1_fr.txt	0	0	échantillons tableau expérience eau récipients
10700215	results/prompt_txt/Prompt1_fr.txt	0	0	informations étudiants échantillon groupe éléments
10700216	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire groupe information données départ expérience
10700217	results/prompt_txt/Prompt1_fr.txt	0	0	g contenant information -13 heures l’ contenants
10700218	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice Exercice échantillons besoin contenants
10700219	results/prompt_txt/Prompt1_fr.txt	0	0	g -13 éléments heures contenants heures minutes
10700220	results/prompt_txt/Prompt1_fr.txt	0	0	g vinaigre bois données échantillon besoin échantillon
10700221	results/prompt_txt/Prompt1_fr.txt	0	0	départ étudiants contenants contenant vinaigre
10700222	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice étudiants contenant information besoin
10700223	results/prompt_txt/Prompt1_fr.txt	0	0	opération heures groupe Exercice Exercice marbre
10700224	results/prompt_txt/Prompt1_fr.txt	0	0	contenant vinaigre opération échantillons -13
10700225	results/prompt_txt/Prompt1_fr.txt	0	0	données procédure information Différence enquête
10700226	results/prompt_txt/Prompt1_fr.txt	0	0	groupe besoin vinaigre bois tableau marbre Différence
10700227	results/prompt_txt/Prompt1_fr.txt	0	0	besoin contenants matériau étudiants contenants
10700228	results/prompt_txt/Prompt1_fr.txt	0	0	Différence EXERCICE tableau Différence vinaigre
10700229	results/prompt_txt/Prompt1_fr.txt	0	0	contenant procédure vinaigre échantillons heures
10700230	results/prompt_txt/Prompt1_fr.txt	0	0	vinaigre Différence informations opération données
10700231	results/prompt_txt/Prompt1_fr.txt	0	0	éléments vinaigre besoin opération enquête enquête
10700232	results/prompt_txt/Prompt1_fr.txt	0	0	procédure EXERCICE récipients masse -13 expérience
10700233	results/prompt_txt/Prompt1_fr.txt	0	0	masse -13 heures l’ bois données l’ opération
10700234	results/prompt_txt/Prompt1_fr.txt	0	0	heures Exercice bois heures expérience minutes
10700235	results/prompt_txt/Prompt1_fr.txt	0	0	tableau masse -13 données étudiants expérience
10700236	results/prompt_txt/Prompt1_fr.txt	0	0	matériau groupe Exercice Différence opération
10700237	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon eau éléments minutes EXERCICE étudiants
10700238	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire procédure eau étudiants informations
10700239	results/prompt_txt/Prompt1_fr.txt	0	0	marbre marbre EXERCICE masse informations étudiants
10700240	results/prompt_txt/Prompt1_fr.txt	0	0	matériau bois Différence Exercice marbre procédure
10700241	results/prompt_txt/Prompt1_fr.txt	0	0	étudiants heures contenant EXERCICE marbre départ
10700242	results/prompt_txt/Prompt1_fr.txt	0	0	marbre contenants départ information minutes
10700243	results/prompt_txt/Prompt1_fr.txt	0	0	matériau calcaire tableau Exercice contenant
10700244	results/prompt_txt/Prompt1_fr.txt	0	0	départ matériau tableau échantillon masse contenants
10700245	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon récipients contenants -13 matériau
10700246	results/prompt_txt/Prompt1_fr.txt	0	0	récipients contenant calcaire opération échantillons
10700247	results/prompt_txt/Prompt1_fr.txt	0	0	données informations informations Exercice masse
10700248	results/prompt_txt/Prompt1_fr.txt	0	0	départ étudiants eau Différence enquête calcaire
10700249	results/prompt_txt/Prompt1_fr.txt	0	0	contenants -13 procédure éléments procédure échantillon
10700250	results/prompt_txt/Prompt1_fr.txt	0	0	fin calcaire contenants fin EXERCICE matériau
10700251	results/prompt_txt/Prompt1_fr.txt	0	0	éléments groupe enquête procédure tableau récipients
10700252	results/prompt_txt/Prompt1_fr.txt	0	0	masse éléments vinaigre masse vinaigre eau l’
10700253	results/prompt_txt/Prompt1_fr.txt	0	0	marbre bois bois départ EXERCICE données étudiants
10700254	results/prompt_txt/Prompt1_fr.txt	0	0	départ procédure départ échantillons éléments
10700255	results/prompt_txt/Prompt1_fr.txt	0	0	éléments -13 récipients vinaigre groupe opération
10700256	results/prompt_txt/Prompt1_fr.txt	0	0	matériau -13 fin masse échantillons étudiants
10700257	results/prompt_txt/Prompt1_fr.txt	0	0	eau bois étudiants Différence enquête échantillon
10700258	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire procédure -13 heures besoin données
10700259	results/prompt_txt/Prompt1_fr.txt	0	0	g enquête fin informations Différence calcaire
10700260	results/prompt_txt/Prompt1_fr.txt	0	0	contenants procédure tableau étudiants données
10700261	results/prompt_txt/Prompt1_fr.txt	0	0	g Différence éléments récipients marbre tableau
10700262	results/prompt_txt/Prompt1_fr.txt	0	0	informations tableau échantillons matériau matériau
10700263	results/prompt_txt/Prompt1_fr.txt	0	0	départ tableau marbre heures contenant minutes
10700264	results/prompt_txt/Prompt1_fr.txt	0	0	minutes opération masse échantillons opération
10700265	results/prompt_txt/Prompt1_fr.txt	0	0	enquête échantillons échantillon -13 étudiants
10700266	results/prompt_txt/Prompt1_fr.txt	0	0	récipients minutes éléments récipients calcaire
10700267	results/prompt_txt/Prompt1_fr.txt	0	0	informations minutes information l’ éléments
10700268	results/prompt_txt/Prompt1_fr.txt	0	0	information marbre opération échantillon échantillons
10700269	results/prompt_txt/Prompt1_fr.txt	0	0	enquête besoin marbre besoin eau groupe calcaire
10700270	results/prompt_txt/Prompt1_fr.txt	0	0	-13 l’ EXERCICE éléments départ données opération
10700271	results/prompt_txt/Prompt1_fr.txt	0	0	fin échantillons heures EXERCICE masse calcaire
10700272	results/prompt_txt/Prompt1_fr.txt	0	0	expérience contenants masse récipients l’ étudiants
10700273	results/prompt_txt/Prompt1_fr.txt	0	0	g Exercice étudiants opération heures contenant
10700274	results/prompt_txt/Prompt1_fr.txt	0	0	EXERCICE information matériau opération tableau
10700275	results/prompt_txt/Prompt1_fr.txt	0	0	minutes informations minutes matériau éléments
10700276	results/prompt_txt/Prompt1_fr.txt	0	0	l’ eau besoin bois informations Différence EXERCICE
10700277	results/prompt_txt/Prompt1_fr.txt	0	0	départ matériau tableau échantillon Différence
10700278	results/prompt_txt/Prompt1_fr.txt	0	0	g besoin eau heures échantillon opération contenant
10700279	results/prompt_txt/Prompt1_fr.txt	0	0	besoin procédure procédure besoin données heures
10700280	results/prompt_txt/Prompt1_fr.txt	0	0	procédure opération départ marbre expérience
10700281	results/prompt_txt/Prompt1_fr.txt	0	0	contenants enquête groupe matériau tableau -13
10700282	results/prompt_txt/Prompt1_fr.txt	0	0	procédure besoin Exercice besoin récipients contenants
10700283	results/prompt_txt/Prompt1_fr.txt	0	0	enquête informations départ échantillon départ
10700284	results/prompt_txt/Prompt1_fr.txt	0	0	minutes marbre procédure information Exercice
10700285	results/prompt_txt/Prompt1_fr.txt	0	0	procédure heures vinaigre échantillon vinaigre
10700286	results/prompt_txt/Prompt1_fr.txt	0	0	enquête éléments récipients Exercice données
10700287	results/prompt_txt/Prompt1_fr.txt	0	0	échantillons éléments fin vinaigre informations
10700288	results/prompt_txt/Prompt1_fr.txt	0	0	étudiants Exercice contenant échantillons expérience
10700289	results/prompt_txt/Prompt1_fr.txt	0	0	procédure calcaire matériau données fin opération
10700290	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon tableau vinaigre EXERCICE expérience
10700291	results/prompt_txt/Prompt1_fr.txt	0	0	minutes heures départ contenants récipients EXERCICE
10700292	results/prompt_txt/Prompt1_fr.txt	0	0	départ éléments masse contenant EXERCICE éléments
10700293	results/prompt_txt/Prompt1_fr.txt	0	0	marbre vinaigre heures tableau eau calcaire calcaire
10700294	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon étudiants récipients -13 bois bois
10700295	results/prompt_txt/Prompt1_fr.txt	0	0	contenants Exercice bois besoin éléments échantillons
10700296	results/prompt_txt/Prompt1_fr.txt	0	0	marbre départ échantillon minutes tableau -13
