id	prompt	score	text
en_002834	2	0	The students conclusion of this trial would be, plastic type 4 produced 10mm of streching for T1 and T2 produced 12mm so it increased by 2mm. Type B produced 12mm of strechability for T1 and 23mm for T2 for an increase of 1mm. type 3 produced 14mm of stretch ability for T1 and 13mm for T2 decreasing by 1mm. And lastly type D produced 20 mm of stretchability for T1 and 20 mm for T2. That's what a students conclusion would look like.
en_002835	2	1	2A)Based on the data, its possible that he's hypothesis was right, because the data seams close to each other, so there's a higher possibility rigth than wrong.  ^p 3) The could have made more trials including a control varable (one that doesn't change ) Another way as by adding more weights but do the procedure a little bat different.
en_002843	2	0	a) A conclusion that could be drawn on their data is that on the plastic types C for T1 pool more than T2 and for plastic tyre D T1 and T2 had the same amount of stretched (mm). ^p b) They could have tested their experement out longer and they could have used more interesting materials.
en_002846	2	2	a.) Based on the students data plastic type B stretched the farthest and therefor has the most stretchability. The one with the least stretchability was plastic type A. b.) One way the validity of the results could have done more trials. Another way the test could have been improved is by stretching the plastics by hand untill they break.
en_002852	2	3	The conclustion of this lab according to the students, data type B of the plastic is the weakest and type A of the plastic is the strongest. For the plastic C and D, they are inbetween and C is close to A. The student could have improved the experiment by; saying the measurement of the plastic and how much mass the was on earth peice of plastic. Another way to improve the experiment is making sure the temperature is kept constant and that no one touches the plastic.
en_002855	2	0	The table characteristic property we formulate in the table because 10 +12=22 and amount stretched (mm) T1 = total is 44 and T2=600 the total att ch 9 clamp to the bottom plastic sample.
en_002856	2	2	In this experiment I can conclude that plastic type B was the plastic that was  capable stretching the most. I can tell that plastic type A was the least able to stretch the most compared to other ones. Students can improve the design by having a control so that  they could compare aresults and makes experiment reliable. Also, in the procedure they should tell you how long the plastic should measure, how long the length should be.
en_002862	2	2	a) You can see the trails were accurate to eachother plastic B stretched the least (with the average 11mm).^p b) the student could have improved the expierement by including the ongional measure of the plastic. They could have made the results more valid by keeping the weights on longer so there would be more variation between each result.
en_002865	2	1	a. Plastic B, C are almost similar but plastic D stretched the most. ^p b. Two ways they can improve experiment was by adding a 3rd trial and also adding different times.
en_002866	2	2	They could of improved it by putting their weight on them the same time and put the same amount of weight and had tried the object more than 2 times.
en_002869	2	0	The student could do better by describing it more how she did it and what she did, Add, subtracting, multiply, divide or something.
en_002870	2	1	a Based off the information given plastic type B stretched the most, the type D, type C, type A. ^p B. Place more weight & let it hang longer or less.
en_002874	2	3	a) Plastic type B is the stretchiest plastic. In T1 it  Stretched 22 mm, and in T2 it stretched 23mm. The least stretched plastic was type A. In T1, A stretched 10mm and in T2 it stretched 12mm. Type D was second stretchiest and type C was behind D. ^p b) Two ways the student could have improved the experimental design/validity of the experiment is having a specific size of the original piece of plastic to stretch, and having a specific weight of the weight stretching the plastic. Constant keep the results of experiment valid.
en_002877	2	1	A) My conclusion based on the student's data is that T2 A-B held a stronger than for T1; C for T1 was the one more mm than T2 but both trials seemed out for plastic type D. ^p B) Two ways those students could have improved is if they kept the plastic the same size and shape. And if they let hang for a min longer.
en_002884	2	2	Plastic type A was the stretchiest. The student could have improved the validity of the results by doing more trials in the investigation, and by measuring the plastic prior to the experiment.
en_002885	2	3	a) Plastic B has the most stretchability. If you take the average of the two trials plastic B, 22.5 mm, is higher then plastic A, 11mm, plastic C, 13.5mm, and plastic D, 10mm. ^p b) One way the students could have improved the experiment is by giving a specific amount of weight to add to each clamp. Another improvement would be to do third trial because this could increase the validity.
en_002888	2	2	A) Plastic type B is the one that has the most length. ^P B) The student could had put the plastic info equal pieces and, add the same amount of weights to the bags.
en_002890	2	2	A. Plastic type A is the most durable plastic because in trial 1 it only stretched 10mm and in trial 2 it stretched 12mm, which was the least amount of stretching. Plastic type B is the most durable type of plastic because in trial 1 it stretched 22mm and in trial 2 it stretched 23mm, which was the most amount of stretching. The students could have improved their experimental design by stating how much weight they used for each trial because nobody knows how much weight they were using for each trial. Secondly instead of adding weight to the clamp, the should have just put the weight onto the plastic itself to get maximum stretch.
en_002894	2	2	Based on the data, one can conclude that polymer B is the stretchiest and polymer A is the least stretchy. One way that the students could have improved the experiment is by repeating the test with different amounts of weight that way several stretchability of the bags could be tested. Also, the students could have conducted more trials. The more trials there are the lower to the rise of error or accident.
en_002902	2	2	A.The average amount stretched for plastic type B was the most while the average amount stretched for plastic type A was the least^p B.The experiment could have been improved by both. Increasing the number of trials for every time the lab is conducted .increasing the number of times the lab is conducted.
en_002910	2	1	a)  Based on the data, both trials have the same stretchability. ^p b) The students could have stretched both plastics at the sametime. Also record how heavy, the clamps are.
en_002912	2	3	"Based on the students data, plastic type B stretched the most. However, the student could have improved the experimental design and validity of these results. First off, Their should be a required standard length for each type of plastic the directions could be like. ""step 1"" cut a 2omm strip of each plastic"". Also, this experiment should specify the amount of weight placed on the clamp and this exact amount should be repeated throughout the rest of the experiment."
en_002919	2	1	If we streched 4 different types of plastics, then the second plastic (plastic D) would strech the farthest. ^p Two ways the students could improve the experimental design and for validity of the results are naming the plastics to know which one is which so the data will not get mixed up. Also doing more than 2 trials. Another trial might helped the data.
en_002922	2	3	(A) I think that the plastic type A was the strongest because it stretched down the least. Plastic type B was least strongest because it went down the most. ^p (B) The student could included more trials to add validity. The student could have also included how much weight was being added to the plastic.
en_002939	2	2	I conclude that plastic type B would be the best plastic for stretchability, because in both trials plastic B is the one that stretched the farthest. In trial 1 it stretched 22mm, and trial 2 it streached 23mm. The student could have improved the validity by giving specific measurements for size of plastic so leure are all equal. The student also could have sold to use the  plastics when they were all the same day the agesa that are isn't older or weaver than another plastic.
en_002947	2	3	The student can conclude that polymer plastic B is the most strechability because it has the longest length in both trials.Two ways this experiment could  have been better is by saying how much weight to add to each plastic polymer and second by repeting the experiment more than twice.
en_002951	2	2	Based on the student's data, the trials for each of the different plastics were very similar and showed no significant chang in how much the plastic stretched. Two ways to be more specific on exactly how much weight is to be added to the clamp. Also the student should include how big each plastic sample should be, because if they used four different size samples the results would be inaccurate.
en_002952	2	2	Plastic type B stretas the furthet out of the other three what happens to plastic. When i get low to the ground. How much weight do they put to the end of these plastic.
en_002957	2	2	I drew a conclusion based on the students data that plastic type B stretched out the most in mm for both trial one and trial turn. One way the students could have improved their experimental design is that they could've informed us what type of plastics were being tested like; garbage bag, freezer bag and sandwhich bag. Another way the students could've improved their experiments by how many weights did they put in for each plastic bag they stretched out.
en_002960	2	3	a) Based on the data given, I can see that plastic A is the strongest polymer and doesn't have much stretchability. ^P b) To validate her results, I think the student should have put how long the plastic was originally and how many millimeters long it was after the weights to see the actual data for ourselves. The student could tested the plastic a third time to improve her experiment.
en_002961	2	1	A. To conclude, polymer plastic B has the higest strech in meters. ^P B. Add different weights. ^P See which is more durable or stonger. ^P Clamp each differently.
en_002963	2	3	From the data given, I conclude that plastic B had the most strech ability and plastic A had the least. Two ways this experiments could be improved is by using the same size plastic for each type of plastic and by stating how many  he used.
en_002964	2	1	a) Two out of the four plastic types lengths increased. ^p b) First  the students should have more trials and allow the weights to hang more than five minutes on to the clamp.
en_002965	2	2	In each trial (both 1 and 2) the amount stretched increased steadily and ended at the same amount. Two ways the student's could have improved there experiment was by saying how much weight to put on the clamps. Another way to improve the experiment was, to say how far, would they have wanted the weight and clamps to be (far down or far up).
en_002971	2	1	a) The total amount of T2 is greater than T1. ^p b) All lengths should be the same and every step should be equal to the others.
en_002972	2	0	From the students data from conclude that type D is most stretch able and that type A is the least stretchable. This lab couldn't been improved by saying to record the measurements in steps 7 & 5. Also by taking what until to measure with, in steps 7 & 5.
en_002973	2	1	The number incress for T2 most of the time. ^P Do another trial.
en_002982	2	2	"(a) Based on the student's data, plastic type b was more, flexible and susceptible to stretching. Plastic type A was most likely a harder or thicker type of plastic, making it more difficult to stretch. ^p (b) To improve the experiment and validity  of the results, the students could have run more than two trials so they had more to compare. They also could have included ""record results"" in their procedure."
en_002992	2	2	a)- A conclusion would be that plastic type A could withstand the most weights with out being stretched the most. ^p The first thing they could do to improve their experiment would be to use a specific # of weights and clamps. The second thing would be to increase the number of trials.
en_003005	2	1	After reading the data I have concluded that plastic type B is the stretches. One out of four types. I concluded that type b is the best because when you add up the numbers from T1& T2 for each number type B has 45mm. So it is the longest on.
en_003013	2	3	"The data provided concludes that plastic type ""B"" stretched the most. One way the student could improve the validity of this experiment would be to state the weight of the weights that are to be added onto the pieces of plastic. One thing the student also should have done was to have recorded the original lengths of the plastic samples so you could see just how much the pieces of plastic streched from their original lengths."
en_003022	2	3	A conclusion based on the student's data is plastic type B is the most amount stretched and plastic type A was the least amount stretched. Two ways the student could have improved the experimental design is be more informative on the size sample you must take. Also the amount of weights you add one.
en_003027	2	3	According to the data table it looks like the plastic type B was stretched the most and plastic A was stretched the best. B. One way the experiment could have improved is if they said what the measurement of the plastic was before the weights were on it. Another thing is they have said how much the weight was that hung on the plastic.
en_003028	2	1	Based on the data  shown, plastic type 'D' seems to be the most durable. The table shows that it did not stretch. The student could have improved validity by doing more trials, and repeating the experiment more than once incase any error wes made during the first run through of the test.
en_003029	2	1	The students could have improved their design/results by measuring the weight of the clamp without the weights attached and they could have done a third trial.
en_003033	2	2	I think that plastic type B is the best because it stretched the farthest in both trials. ^p They should've been more specific with whic four types of plastics they should have used and they should have said exactly how many weights to put on it.
en_003036	2	3	Based on the student's data, plastic B stretched the most with 22, and 23 mm in their trials respectively. However, the student cold've recorded the starting length and the difference in length, as from this data the reader doesn't know if these results are comparative. In the procedure, the first step is measuring the length, but i don't see that data. Another improvement wold be more trials.
en_003042	2	0	The conclusion I have come to base off of the students data is that the most durable plastic strength base is (1). I know this to be true because there is no length difference between T1 & T2.
en_003049	2	1	(A)My conclusion on the student data table is that plastic D was the strongest. It stretch up to 20 mm in both trials.^p (B)Two ways the student could have improve was to make a 3 trial or test and to be able to measure the abravasion of the plastic types.
en_003050	2	1	After experimenting which plastic was more pliant, the conclusion was made that plastic type B was the most stretchable in, both, trial A and trial B. Two ways the student could have improved the experiment are changing step 7 and making it less vague and say specifically re do steps 1-6 for a second trial, etc. The student could be sure to time each trial for accurate validity.
en_003052	2	2	It can be concluded that plastic B is the stretchiest because it had the highest average and much stretched of 22.5 mm. Two ways the students would have improved their experimental design are that they should've included how much weight. The weight was and how many clamps to use. Also, they should've used a control plastic to compare their results to.
en_003057	2	1	A.) Plastic type 2 had more stretchability then all the other plastics tested. ^p B>) The student could have improved the test by saying how much weights was added during the experiment. The student could have also discribed the rate at which to add the weights for consistancy.
en_003059	2	3	According to the data, plastic type B is the stretchiest plastic. It stretched 22mm in trial one, and 23 mm in trial 2. ^p One way the students could have improved the validity of the experiment would be to not just add weights to the plastic like in the procedure, but put the same amount of weight on the plastic each time. Another problem would be if the plastic wasn't taped at the same distance from the edge and if they are using a new set of the same plastic for their second trial.
en_003062	2	3	"a.) Based on the students data, plastic type ""B"" was the most stretchable of the tested plastic. ^P b.) One improvement would be keeping the starting length them same & stating it. Second would be the amount of weight attached at each intervals."
en_003065	2	0	My conclusion based on the student data is that plastic typ D stretched the most and plastic type A stretched the least
en_003073	2	2	a.Plastic type B had stretched more than plastic type A in trials 1 and 2. In trial 1 plastic type B stretched 22mm, and in trial 2 it stretched 1 mm more.^p (b)The student could have put the temperature in the experiment because that could've been a cause of the amount stretched of plastic. the student could've as put the start of how much the plastic weighted in mm.
en_003077	2	3	Based on the student's data, I can conclude that plastic B is more flexible. This is because for each trial, it stretched the most. On the other hand, plastic A stretched the least because it only stretched 10mm and 12 mm while B stretched 22mm and 23mm. ^p To improve the validity of the results, the student could have done a third or even fourth trial. This adittional data will make the results clearer. Also, the student should state how much the weights weigh so that others can preform his experiment and get similar results. He might have also wanted to include how long the pieces of plastic were originally.
en_003085	2	2	It can be concluded that plastic A is the strongest and most durable plastic it stretched significantly less then most other plastics with an average of 11mm plastic C would be the second best because it stretched an average of 13.5mm.Followed by plastic D with 20mm stretched and lastly plastic B with 2205mm stretched .The student could improve this experiment by adding a control and could be more valid by making sure each plastic was the same length.
en_003096	2	0	They can conclude that even after a second trial of stretching, the plastics significantly didn't stretch to much larger than trial 1.
en_003098	2	2	Based on the students data it can conclude that plastic type D is the plastic with the most stretchability. Two ways, this experiment could have been improved is by adding more trials, also adding the amount of weights and being specific about the length of each plastic.
en_003099	2	2	3. A) Plastic type B had stretched the most out of both of the trials. ^p B) added more trials more time for plastic to be hanging.
en_003110	2	1	The student's results show that plastic B was the most elastic. Plastic D was second. Plastic C was third and plastic A was fourth. In terms of stretchability plastic B is the most and A is the least. ^p Two ways the student could have improved the experimental design and or validity is by doing more trials with different amounts of weight to really understand how stretchy the plastic is. Another way it could be changed is by changing the times of the trials to see how long it took each plastic to let the plastic get to the maximum length.
en_003122	2	3	A conclusion that can be made based on the data is that plastic type A is the strongest. This is ture because plastic A stretched the least about on average. Two ways that the students could have improved their lab is by saying how long the types of plastic should be and saying how many weights should be added to the clamp and how many weights should be added to the clamp because there could have been an error when the plastics were different lengths with different amounts of weights and this would make the data inaccurate.
en_003131	2	1	Out of all the polmer plastics type A stretched a total of 2 mm as the best one. ^p To have a control and to make sure to tell us how long the plastic is.
en_003134	2	3	Through this data recorded from the experiment, we can conclude that plastic A had the strongest polymer setup. This is because it stretched the least throughout both trials. One way  this experiment could have been improved is by creating more contents . For example the weights added to the clamp should have definitly been the same. Also, to improve validity, the student should have had the same starting length of plastics. thing this
en_003140	2	2	Based on this student's data, the type with the most amount of stretching was plastic type b with 20mm and plastic A had the least with 10 the first trial and 12 the second. The student could've conducted more trials as well as stated what the types of plastic were.
en_003147	2	2	In conclusion plastic type B is the most polymer for stretchability because in both trials it erected the most making it the most stretched out of the all other polymers.^p Two ways the student could have improved is by saying which plastics the students used for each so the people would know if the data is correct and by saying how much weight was used to stretch the plastic.
en_003149	2	2	a) Plastic type B can be stretched the farthest. ^P b) -1) The students could have specified how heavy the weights were. ^P 2) They could've let the plastic hang for more than 5 minutes.
en_003152	2	1	(A) In conclusion, plastic B and D have more stretchability than A and C because plastics B and D stretched an average of 21mm while plastics A and C stretched an average of 12mm. ^p (B) Two ways the student could have improved the experimental design are to do more trials and to add a control.
en_003153	2	2	Based on the student's data, it is easy to conclude that plastic type D was the most constant through both trials with a measurement of 20 mm. The student's, though could have improved their experiment by doing more trials and by also being more specific. For example, saying what types of plastic they used instead of saying A, B, C or D. Also they could have said how much weight was added so that it is clear and exact.
en_003156	2	1	A conclusion draw is that trail 1 the plastic wasn't that strong to pull but trail 2 it went far and was stretched more. Plastic type D was the same in trail 1 and 2. The students could have improved the experimental design by maybe adding another trial to see what you get. Also they could have use diffrent plastic for the trials.
en_003159	2	1	A) The students wanted to see which plastic was mor strechibal. B) Two ways the students could have improved the experiment is by doing a 3rd trial say how far off the table.
en_003160	2	3	a) Based on the data, they can conclude that plastic B stretched the most.^p b) They could have included the mass of the weights added. They also should have included the size of the plastic samples.
en_003161	2	0	My conclusion is trials (T2) stretched better than (T2). The student could have used a different type of plastic and they could have just made the sample very larger.
en_003164	2	3	The plastic type B stretched the most out of all the other plastic types. Two ways the student could have improved his experiment was, 1) to include in his data table how much weight he used on the clamp. 2) To include what the starting length of the plastic was in his data table.
en_003170	2	1	In conclusion all the plastic types are all different amount stretched. The plastic stretching out in trials 1-2 are going up and down. ^p The student could have improved by doing a third trial to show more of the results. Explain why they added more weight.
en_003171	2	3	Based on the students data I can conclude that plastic type A was the strongest because it stretched the least amount. ^p b) For the student to improve the experimental design they could have written how much weight the put on the plastics. and to improve, the validity they should have done a third trial.
en_003174	2	1	The plastic type A is shown to be the the strongest plastic type. Mean while the plastic type B shows to be the plastic that stretched out the longest.
en_003175	2	0	In conclusion, based on the students data there are four different type of plastic. Based of the plastic are T1,T2 their amount stretched (mm). And based in the Dutch table T2 is more stretched than T1. The students can describe experimental based in diffent plastic . And the students can based in that data table the T2 is more stretched.
en_003178	2	2	A conclusion that can be drawn based on the students data is, plastic type B had the greatest amount of stretchability in (mm). In both trials the plastic stretched further than the other type. In trial 1 22mm, and trial 2 23mm. 3. The student could have made this lab more valid by adding the different types of plastics that were labeled A, B, C, and D and also the student could have set an exact length for each plastic so they all started at the same measurement.
en_003184	2	1	Plastic type A held up best against the wheight of the wheights. So I would use the plastic out of any where. Plastic type D expanded and stretched the most. ^p Two ways the student could have improved the experiment was, one; name the plastics and two; tell how much the wheights wheighed.
en_003188	2	1	A)Based on the data that the st recordity I think plastic B will work better with 23mm. When the stud 22mm and plastic T2 with 23mm, when the student have to add weight to clam and allow for 5 minutes.^p (B)Anex could add more trial and try other type of plastic.
en_003191	2	3	base on the data table plastic type B stretched the most amount in 22 mm in trial 1 and 23 mm in trial  before apping. The two ways the students could have improved their experiment better is by lableing how much weight was the weight add they to the clamp and also by adding more trials to see more accracy.
en_003192	2	1	In the procedure it doesn't have a clear problem of what is happening on the experiment. On procedure 7, it doesn't tell you the trial that thy did for the first one. Two ways the students can aprove is on the last trial explains whats the first trial is and not make the person reading it not to know whats the trial is. The last way is for number four it says add weights to the clamp and alowthem to hange for 5 minutes. How heavy are the weights you need to use on the experiment.
en_003195	2	2	Based on the student & data i can draw the conclusion that plastic type A only stretched an average of 11mm so it was the strongest and stretched out of all the other plastic types. ^p b. The student could have improved the experiment by doing one more trial for a total of three trials for each plastic type for accuracy and he/she could have measured the initial length of the plastic.
en_003201	2	2	a) The conclusion I can get from the data is plastic A went from 10mm to 12mm, plastic B went from 22mm to 23mm, plastic C went down from 1mm to 13mm, and plastic D stayed at 20mm. ^p B) The way they could improved the experimental design is by doing a 3rd trial, and showed how much weight they used.
en_003204	2	0	It will be not that different from the other test that was done because if there went down or up a little. He could have done a bar graph for the things he was trying to figure out about it all or just had at least told the time he did it.
en_003208	2	2	a) Plastic type B stretched the most while plastic type a stretched the least. This shows that plastic type B have less cross linking of its polymers while plastic A had the greatest amount of cross linking. ^p b) One way the students could have improved their experiment could be, add another trial to get a bigger range to make sure the data is accurate, another way the students could have improved their experiment is by adding more plastic types for a longer sample size.
en_003211	2	2	a) My conclusion according to the data would be that plastic B stretched the most. ^p B) Some ways the students could improve their experiment is if they said how much weights was on the plastics. Also they should of not have done the second trial exactly the same as the first cause there would be no difference so the data should be the same as the first because the second trial was supposed to be done exactly the same as the first.
en_003214	2	0	I guess when the plastic reaches a certain amount it will break. ^p They should of used a different type of plastic to see how it works out.
en_003217	2	1	A)Plastic type B is more flevable and stronger, some plasticstretch more after the first trial like 10mm-12mm^p B) I think having more trials so his data can be more percise and having A catrol
en_003222	2	2	a) Based on our results, we can conclude that plastic B was the weakest because it stretched the most. Plastic A was the strongest because it stretched the least. ^p b) They could have mentioned more contents such as the weight they put on the bag sample every trial. ^p They should have had a control, atrial where no weights were added.
en_003231	2	2	Plastic type B has the best stretchability out of all the other plastics. two ways that the students could improve on there experimental design and valitedy is by having a control and by telling the reader the amount of weights to the plastic so that they can replicate the procedure.
en_003232	2	2	Based on the students data the plastic type D was the stretcheyest. And plastic type A was the least streechyest at of all the other plastics one way the student could have improved his results was if he/she added the same amount of weights everytime .Also If they did more trials they would probly get more validity results.
en_003234	2	2	Based on this student's results I can conclude that the most stretchable plastic is type B. Type B plastic stretched 22 mm the first trial and 23 mm the second trial. Some thing that could have been done to improve the validity of the experiment would be to do a third trial. In an experiment can make the results more accurate depending on the amount of trials there are in your experiment.
en_003235	2	1	The data shows that the plastic types stretched about the same in both trials. In the procedures the student must say which she is recording the data. I think the data would have a better conclusion if the student did another trial for each different plastic.
en_003236	2	2	A) The order from the most stretchable to the lest strechable is plastic types B first, D second, C third, and A last. Plastic type B streched the furthest at 22mm 1st trail and 23mm the second trial. A was the least strechability and streched 10mm 1st trail and 12mm the second. ^P B) The student could have done more trails or they could have let it hand longer.
en_003240	2	0	To test four different polymer for stretchability the student would need to record the data from the investigation to procedure, and perform a second trial exactly just like the first trial. Two ways a student could improve the experimental design and the validity of the result is first off, could try two more 'test' trials to see if the plastic type and amount stretched can be improved, second off, could use the conclusion to help out with the experiment.
en_003256	2	0	The plastic streched more and more each time. ^p I think that the student could have been more specific when writing out the steps because it would have been easier to understand the data.
en_003263	2	2	Based on the students data you can't really come to a conclusion because there isn't enough data. Two ways the student could improve the experiment are by adding more trials to the data is better and by stating that all of the plastics were cut to the same length you would want to do that because if the plastics aren't all the same lengths that could affect the data.
en_003267	2	3	a.) Plastic type B has the highest stretchabilty.^p b) The students could have improved the experimental design and validity of their results. They could have specified the amount of weights and kept that constant. Also, they could have done a third trial for each plastic to increase accuracy.
en_003274	2	1	Based on the data each plastic improved on T2. Two ways they could have improved the experiment was by making sure they used the sam weight for each trial and also use a stop watch to get exact time.
en_003275	2	2	In conclusion plastic type B has the most stretchability. Also plastic type A has the least stretchability. The student could have had another trial.
en_003278	2	2	In conclusion, out of the 4 tested polymer plastics, plastic type B proved to have the best stretchability because it stretched 22 mm during T1 and 23 mm during T2. One way the students could've improved their experiment is to preform a 3rd trial so results can be proved to be more reliable. A second way they can improve is to run a trial where the plastics hold weights for maybe 10 minutes so they could conclude if maybe some plastics would break in the process of being stretched.
en_003295	2	3	In conclusion to the polymer investigation lab, it is clearly known that plastic type B was the most stretchable while plastic type A was the least, according to the data collected. To improve the experiment the lab testers should have made sure that the plastic were all at the same length at the stare and recorded it. Also, they should've made sure they used the same weights.
en_003296	2	2	In conclusion, The polymer plastic that was the most stretchable, according to our experiments data, was plastic type A (10mm-12mm). The polymer plastic that we found to be the least stretchable was plastic C which actually shrank, it went from 14mm to 13 mm. Plastic B stretched 1mm and plastic D was impervous to the weight and didn't change/. A couple of ways the students can improve this experiment would be to at more trials to increase the validity and they can specify the actual weight that they used for the experiment.
en_003307	2	2	a.Based on the students' data it can be concluded that plastic type B stretched the farthest. It stretch 22mm in T1 and 23mm in T2.^p b.Two ways to improve the validity are to say how many pounds the weights are and to state the exact name of the plastics, and not just bathe them A, B, C, and D. This would make the experiment more accurate.
en_003308	2	1	A) The students data shows that polymers B & D were the stretchiest while the plastic types A & C were not that flexible. B) The student could have improved his/her experimental design by using a control which he/she can compare the results to a plastic used. The student may also perform more trials in order to get an averge amount stretched (mm).
en_003315	2	1	The conclusion is there might have been some problems in the student's experiment. Some validity issuses could be that the five minutes the weights and clamps that had to hang could have not been a fuller exaxt 5 minutes. Also, the spot were the plastics were placed could not have been the same spot every time.
en_003324	2	2	Based on this data i can conclude that plastic typ B was the most stretchable at 22mm the first trial and 23 mm the second trial. One way to improve the validity is to have more trials minimum 3. And another way to improve the validity is instead of timing, you should see how much weight it can hold before breaking by adding more weight at intervals.
en_003331	2	0	In conclution, plastic type A and B did stretch but plastic type C got smaller and plastic type D stayed the same. ^p The student could have found another way to stretch the plastics. Their data could have been put clearer also.
en_003337	2	3	a. That substance B streached the fastest and then D, then C and finally A would streatch the least amount. ^p b. The student could have given the orginal length of the plastics. The student could have specified how much the clamp and the weigths weigthed.
en_003346	2	2	"a) One conclusion that can be made is that the strongest plastic is ""A"" because it stretched the least in both trials. b) One way the students could have improved this experiment would have been to also test a control. This experiment needs something to compare  to or else the results are not totally valid. Something else the students could fix is to be more specific in this procedure. Most of the procedure is very vague it would be quite different to try to re-perform this experiment with this procedure. For example, the procedure says: "" Add weights to the clamp and allow them to hang for five minutes"". The reader does not know the weight or size of the weights her does he know where to put them."
en_003360	2	2	Plastic type B stretched the most of all. They should have specified the mass of the weights used.
en_003361	2	3	Based on the data I can include that plastic B has the most strechability. It had the most streching for both the first and second trial, 22mm and 23 mm. To improve this experiment I would specify how much weight used in each type of plastic and I'd make that a controled variable. I would also include the length of the plastic before it was stretched so I can get a better idea on how stretchable the plastic really is
en_003366	2	0	"Well the ""T2"" was higher except for ""C"" ^p The student could have told us how much time we have in between before we check again."
en_003367	2	2	(A) Based on the students data it shows that plastic type B is the best choice because it stretched up to 23mm which is farther than the others. ^p (B) The two ways that they can make the experiment better are adding more trials, and adding more controls to make sure that everything is constant.
en_003369	2	3	Plastic B was the most stretchable .It stretched 22 mm that and 23mm that 12 plastic A was the least stretchable.It only stretched 10mm in Trial 1 and 12mm in trial 2.Plastic D was the 2nd stretchiest with 20mm in the first trial and 20mm in the 2nd trial. And  plastic C was the 3rd stretchest with 14mm in the 1st and 2nd 13mm in the 2nd trial to improve the experiment they could have used the same length of plastic preceding the stretching.
en_003372	2	1	The plastic that streched the most would be plastic type A because it went from 10 to 12 when the others increased by one or none at all. The students could've tested more plastics, or use a different method to strech the plastic.
en_003379	2	0	I think they should of kept the time the same because on this chart the times are differnt then the original time. So deffentally improve by keeping the time same.
en_003382	2	2	Conclusion type B of the plastic was the least strong and stetches the most type of was the strongest and only stetched about mm. Two wats the student could of improve the experimental disen would have more trials and what is the length of the plastic.
en_003384	2	0	Conclusion : Type D plastic has more stretchability because the a mount stretched is 20: T1 & 20: T2. On the first step the should be more specific for the type of plastic. & for the fift step should include in what direction to measure the plastic type after re moving the weights.
